	P_fluo_1098	P_fluo_1550	P_fluo_4488	P_fluo_513	P_protegens_3295	P_protegens_PBL3	P_putida_4512
GC_00000658	1	1	1	1	1	1	1
GC_00000659	1	1	1	1	1	1	1
GC_00000660	1	1	1	1	1	1	1
GC_00000661	1	1	1	1	1	1	1
GC_00000662	1	1	1	1	1	1	1
GC_00000663	1	1	1	1	1	1	1
GC_00000664	1	1	1	1	1	1	1
GC_00000665	1	1	1	1	1	1	1
GC_00000666	1	1	1	1	1	1	1
GC_00000667	1	1	1	1	1	1	1
GC_00000668	1	1	1	1	1	1	1
GC_00000669	1	1	1	1	1	1	1
GC_00000670	1	1	1	1	1	1	1
GC_00000671	1	1	1	1	1	1	1
GC_00000672	1	1	1	1	1	1	1
GC_00000673	1	1	1	1	1	1	1
GC_00000674	1	1	1	1	1	1	1
GC_00000675	1	1	1	1	1	1	1
GC_00000676	1	1	1	1	1	1	1
GC_00000677	1	1	1	1	1	1	1
GC_00000678	1	1	1	1	1	1	1
GC_00000679	1	1	1	1	1	1	1
GC_00000680	1	1	1	1	1	1	1
GC_00000681	1	1	1	1	1	1	1
GC_00000682	1	1	1	1	1	1	1
GC_00000683	1	1	1	1	1	1	1
GC_00000684	1	1	1	1	1	1	1
GC_00000685	1	1	1	1	1	1	1
GC_00000686	1	1	1	1	1	1	1
GC_00000687	1	1	1	1	1	1	1
GC_00000688	1	1	1	1	1	1	1
GC_00000689	1	1	1	1	1	1	1
GC_00000690	1	1	1	1	1	1	1
GC_00000691	1	1	1	1	1	1	1
GC_00000692	1	1	1	1	1	1	1
GC_00000693	1	1	1	1	1	1	1
GC_00000694	1	1	1	1	1	1	1
GC_00000695	1	1	1	1	1	1	1
GC_00000696	1	1	1	1	1	1	1
GC_00000697	1	1	1	1	1	1	1
GC_00000698	1	1	1	1	1	1	1
GC_00000699	1	1	1	1	1	1	1
GC_00000700	1	1	1	1	1	1	1
GC_00000701	1	1	1	1	1	1	1
GC_00000702	1	1	1	1	1	1	1
GC_00000703	1	1	1	1	1	1	1
GC_00000704	1	1	1	1	1	1	1
GC_00000705	1	1	1	1	1	1	1
GC_00000706	1	1	1	1	1	1	1
GC_00000707	1	1	1	1	1	1	1
GC_00000708	1	1	1	1	1	1	1
GC_00000709	1	1	1	1	1	1	1
GC_00000710	1	1	1	1	1	1	1
GC_00000711	1	1	1	1	1	1	1
GC_00000712	1	1	1	1	1	1	1
GC_00000713	1	1	1	1	1	1	1
GC_00000714	1	1	1	1	1	1	1
GC_00000715	1	1	1	1	1	1	1
GC_00000716	1	1	1	1	1	1	1
GC_00000717	1	1	1	1	1	1	1
GC_00000718	1	1	1	1	1	1	1
GC_00000719	1	1	1	1	1	1	1
GC_00000720	1	1	1	1	1	1	1
GC_00000721	1	1	1	1	1	1	1
GC_00000722	1	1	1	1	1	1	1
GC_00000723	1	1	1	1	1	1	1
GC_00000724	1	1	1	1	1	1	1
GC_00000725	1	1	1	1	1	1	1
GC_00000726	1	1	1	1	1	1	1
GC_00000727	1	1	1	1	1	1	1
GC_00000728	1	1	1	1	1	1	1
GC_00000729	1	1	1	1	1	1	1
GC_00000730	1	1	1	1	1	1	1
GC_00000731	1	1	1	1	1	1	1
GC_00000732	1	1	1	1	1	1	1
GC_00000733	1	1	1	1	1	1	1
GC_00000734	1	1	1	1	1	1	1
GC_00000735	1	1	1	1	1	1	1
GC_00000736	1	1	1	1	1	1	1
GC_00000737	1	1	1	1	1	1	1
GC_00000738	1	1	1	1	1	1	1
GC_00000739	1	1	1	1	1	1	1
GC_00000740	1	1	1	1	1	1	1
GC_00000741	1	1	1	1	1	1	1
GC_00000742	1	1	1	1	1	1	1
GC_00000743	1	1	1	1	1	1	1
GC_00000744	1	1	1	1	1	1	1
GC_00000745	1	1	1	1	1	1	1
GC_00000746	1	1	1	1	1	1	1
GC_00000747	1	1	1	1	1	1	1
GC_00000748	1	1	1	1	1	1	1
GC_00000749	1	1	1	1	1	1	1
GC_00000750	1	1	1	1	1	1	1
GC_00000751	1	1	1	1	1	1	1
GC_00000752	1	1	1	1	1	1	1
GC_00000753	1	1	1	1	1	1	1
GC_00000754	1	1	1	1	1	1	1
GC_00000755	1	1	1	1	1	1	1
GC_00000756	1	1	1	1	1	1	1
GC_00000757	1	1	1	1	1	1	1
GC_00000758	1	1	1	1	1	1	1
GC_00000759	1	1	1	1	1	1	1
GC_00000760	1	1	1	1	1	1	1
GC_00000761	1	1	1	1	1	1	1
GC_00000762	1	1	1	1	1	1	1
GC_00000763	1	1	1	1	1	1	1
GC_00000764	1	1	1	1	1	1	1
GC_00000765	1	1	1	1	1	1	1
GC_00000766	1	1	1	1	1	1	1
GC_00000767	1	1	1	1	1	1	1
GC_00000768	1	1	1	1	1	1	1
GC_00000769	1	1	1	1	1	1	1
GC_00000770	1	1	1	1	1	1	1
GC_00000771	1	1	1	1	1	1	1
GC_00000772	1	1	1	1	1	1	1
GC_00000773	1	1	1	1	1	1	1
GC_00000774	1	1	1	1	1	1	1
GC_00000775	1	1	1	1	1	1	1
GC_00000776	1	1	1	1	1	1	1
GC_00000777	1	1	1	1	1	1	1
GC_00000778	1	1	1	1	1	1	1
GC_00000779	1	1	1	1	1	1	1
GC_00000780	1	1	1	1	1	1	1
GC_00000781	1	1	1	1	1	1	1
GC_00000782	1	1	1	1	1	1	1
GC_00000783	1	1	1	1	1	1	1
GC_00000784	1	1	1	1	1	1	1
GC_00000785	1	1	1	1	1	1	1
GC_00000786	1	1	1	1	1	1	1
GC_00000787	1	1	1	1	1	1	1
GC_00000788	1	1	1	1	1	1	1
GC_00000789	1	1	1	1	1	1	1
GC_00000790	1	1	1	1	1	1	1
GC_00000791	1	1	1	1	1	1	1
GC_00000792	1	1	1	1	1	1	1
GC_00000793	1	1	1	1	1	1	1
GC_00000794	1	1	1	1	1	1	1
GC_00000795	1	1	1	1	1	1	1
GC_00000796	1	1	1	1	1	1	1
GC_00000797	1	1	1	1	1	1	1
GC_00000798	1	1	1	1	1	1	1
GC_00000799	1	1	1	1	1	1	1
GC_00000800	1	1	1	1	1	1	1
GC_00000801	1	1	1	1	1	1	1
GC_00000802	1	1	1	1	1	1	1
GC_00000803	1	1	1	1	1	1	1
GC_00000804	1	1	1	1	1	1	1
GC_00000805	1	1	1	1	1	1	1
GC_00000806	1	1	1	1	1	1	1
GC_00000807	1	1	1	1	1	1	1
GC_00000808	1	1	1	1	1	1	1
GC_00000809	1	1	1	1	1	1	1
GC_00000810	1	1	1	1	1	1	1
GC_00000811	1	1	1	1	1	1	1
GC_00000812	1	1	1	1	1	1	1
GC_00000813	1	1	1	1	1	1	1
GC_00000814	1	1	1	1	1	1	1
GC_00000815	1	1	1	1	1	1	1
GC_00000816	1	1	1	1	1	1	1
GC_00000817	1	1	1	1	1	1	1
GC_00000818	1	1	1	1	1	1	1
GC_00000819	1	1	1	1	1	1	1
GC_00000820	1	1	1	1	1	1	1
GC_00000821	1	1	1	1	1	1	1
GC_00000822	1	1	1	1	1	1	1
GC_00000823	1	1	1	1	1	1	1
GC_00000824	1	1	1	1	1	1	1
GC_00000825	1	1	1	1	1	1	1
GC_00000826	1	1	1	1	1	1	1
GC_00000827	1	1	1	1	1	1	1
GC_00000828	1	1	1	1	1	1	1
GC_00000829	1	1	1	1	1	1	1
GC_00000830	1	1	1	1	1	1	1
GC_00000831	1	1	1	1	1	1	1
GC_00000832	1	1	1	1	1	1	1
GC_00000833	1	1	1	1	1	1	1
GC_00000834	1	1	1	1	1	1	1
GC_00000835	1	1	1	1	1	1	1
GC_00000836	1	1	1	1	1	1	1
GC_00000837	1	1	1	1	1	1	1
GC_00000838	1	1	1	1	1	1	1
GC_00000839	1	1	1	1	1	1	1
GC_00000840	1	1	1	1	1	1	1
GC_00000841	1	1	1	1	1	1	1
GC_00000842	1	1	1	1	1	1	1
GC_00000843	1	1	1	1	1	1	1
GC_00000844	1	1	1	1	1	1	1
GC_00000845	1	1	1	1	1	1	1
GC_00000846	1	1	1	1	1	1	1
GC_00000847	1	1	1	1	1	1	1
GC_00000848	1	1	1	1	1	1	1
GC_00000849	1	1	1	1	1	1	1
GC_00000850	1	1	1	1	1	1	1
GC_00000851	1	1	1	1	1	1	1
GC_00000852	1	1	1	1	1	1	1
GC_00000853	1	1	1	1	1	1	1
GC_00000854	1	1	1	1	1	1	1
GC_00000855	1	1	1	1	1	1	1
GC_00000856	1	1	1	1	1	1	1
GC_00000857	1	1	1	1	1	1	1
GC_00000858	1	1	1	1	1	1	1
GC_00000859	1	1	1	1	1	1	1
GC_00000860	1	1	1	1	1	1	1
GC_00000861	1	1	1	1	1	1	1
GC_00000862	1	1	1	1	1	1	1
GC_00000863	1	1	1	1	1	1	1
GC_00000864	1	1	1	1	1	1	1
GC_00000865	1	1	1	1	1	1	1
GC_00000866	1	1	1	1	1	1	1
GC_00000867	1	1	1	1	1	1	1
GC_00000868	1	1	1	1	1	1	1
GC_00000869	1	1	1	1	1	1	1
GC_00000870	1	1	1	1	1	1	1
GC_00000871	1	1	1	1	1	1	1
GC_00000872	1	1	1	1	1	1	1
GC_00000873	1	1	1	1	1	1	1
GC_00000874	1	1	1	1	1	1	1
GC_00000875	1	1	1	1	1	1	1
GC_00000876	1	1	1	1	1	1	1
GC_00000877	1	1	1	1	1	1	1
GC_00000878	1	1	1	1	1	1	1
GC_00000879	1	1	1	1	1	1	1
GC_00000880	1	1	1	1	1	1	1
GC_00000881	1	1	1	1	1	1	1
GC_00000882	1	1	1	1	1	1	1
GC_00000883	1	1	1	1	1	1	1
GC_00000884	1	1	1	1	1	1	1
GC_00000885	1	1	1	1	1	1	1
GC_00000886	1	1	1	1	1	1	1
GC_00000887	1	1	1	1	1	1	1
GC_00000888	1	1	1	1	1	1	1
GC_00000889	1	1	1	1	1	1	1
GC_00000890	1	1	1	1	1	1	1
GC_00000891	1	1	1	1	1	1	1
GC_00000892	1	1	1	1	1	1	1
GC_00000893	1	1	1	1	1	1	1
GC_00000894	1	1	1	1	1	1	1
GC_00000895	1	1	1	1	1	1	1
GC_00000896	1	1	1	1	1	1	1
GC_00000897	1	1	1	1	1	1	1
GC_00000898	1	1	1	1	1	1	1
GC_00000899	1	1	1	1	1	1	1
GC_00000900	1	1	1	1	1	1	1
GC_00000901	1	1	1	1	1	1	1
GC_00000902	1	1	1	1	1	1	1
GC_00000903	1	1	1	1	1	1	1
GC_00000904	1	1	1	1	1	1	1
GC_00000905	1	1	1	1	1	1	1
GC_00000906	1	1	1	1	1	1	1
GC_00000907	1	1	1	1	1	1	1
GC_00000908	1	1	1	1	1	1	1
GC_00000909	1	1	1	1	1	1	1
GC_00000910	1	1	1	1	1	1	1
GC_00000911	1	1	1	1	1	1	1
GC_00000912	1	1	1	1	1	1	1
GC_00000913	1	1	1	1	1	1	1
GC_00000914	1	1	1	1	1	1	1
GC_00000915	1	1	1	1	1	1	1
GC_00000916	1	1	1	1	1	1	1
GC_00000917	1	1	1	1	1	1	1
GC_00000918	1	1	1	1	1	1	1
GC_00000919	1	1	1	1	1	1	1
GC_00000920	1	1	1	1	1	1	1
GC_00000921	1	1	1	1	1	1	1
GC_00000922	1	1	1	1	1	1	1
GC_00000923	1	1	1	1	1	1	1
GC_00000924	1	1	1	1	1	1	1
GC_00000925	1	1	1	1	1	1	1
GC_00000926	1	1	1	1	1	1	1
GC_00000927	1	1	1	1	1	1	1
GC_00000928	1	1	1	1	1	1	1
GC_00000929	1	1	1	1	1	1	1
GC_00000930	1	1	1	1	1	1	1
GC_00000931	1	1	1	1	1	1	1
GC_00000932	1	1	1	1	1	1	1
GC_00000933	1	1	1	1	1	1	1
GC_00000934	1	1	1	1	1	1	1
GC_00000935	1	1	1	1	1	1	1
GC_00000936	1	1	1	1	1	1	1
GC_00000937	1	1	1	1	1	1	1
GC_00000938	1	1	1	1	1	1	1
GC_00000939	1	1	1	1	1	1	1
GC_00000940	1	1	1	1	1	1	1
GC_00000941	1	1	1	1	1	1	1
GC_00000942	1	1	1	1	1	1	1
GC_00000943	1	1	1	1	1	1	1
GC_00000944	1	1	1	1	1	1	1
GC_00000945	1	1	1	1	1	1	1
GC_00000946	1	1	1	1	1	1	1
GC_00000947	1	1	1	1	1	1	1
GC_00000948	1	1	1	1	1	1	1
GC_00000949	1	1	1	1	1	1	1
GC_00000950	1	1	1	1	1	1	1
GC_00000951	1	1	1	1	1	1	1
GC_00000952	1	1	1	1	1	1	1
GC_00000953	1	1	1	1	1	1	1
GC_00000954	1	1	1	1	1	1	1
GC_00000955	1	1	1	1	1	1	1
GC_00000956	1	1	1	1	1	1	1
GC_00000957	1	1	1	1	1	1	1
GC_00000958	1	1	1	1	1	1	1
GC_00000959	1	1	1	1	1	1	1
GC_00000960	1	1	1	1	1	1	1
GC_00000961	1	1	1	1	1	1	1
GC_00000962	1	1	1	1	1	1	1
GC_00000963	1	1	1	1	1	1	1
GC_00000964	1	1	1	1	1	1	1
GC_00000965	1	1	1	1	1	1	1
GC_00000966	1	1	1	1	1	1	1
GC_00000967	1	1	1	1	1	1	1
GC_00000968	1	1	1	1	1	1	1
GC_00000969	1	1	1	1	1	1	1
GC_00000970	1	1	1	1	1	1	1
GC_00000971	1	1	1	1	1	1	1
GC_00000972	1	1	1	1	1	1	1
GC_00000973	1	1	1	1	1	1	1
GC_00000974	1	1	1	1	1	1	1
GC_00000975	1	1	1	1	1	1	1
GC_00000976	1	1	1	1	1	1	1
GC_00000977	1	1	1	1	1	1	1
GC_00000978	1	1	1	1	1	1	1
GC_00000979	1	1	1	1	1	1	1
GC_00000980	1	1	1	1	1	1	1
GC_00000981	1	1	1	1	1	1	1
GC_00000982	1	1	1	1	1	1	1
GC_00000983	1	1	1	1	1	1	1
GC_00000984	1	1	1	1	1	1	1
GC_00000985	1	1	1	1	1	1	1
GC_00000986	1	1	1	1	1	1	1
GC_00000987	1	1	1	1	1	1	1
GC_00000988	1	1	1	1	1	1	1
GC_00000989	1	1	1	1	1	1	1
GC_00000990	1	1	1	1	1	1	1
GC_00000991	1	1	1	1	1	1	1
GC_00000992	1	1	1	1	1	1	1
GC_00000993	1	1	1	1	1	1	1
GC_00000994	1	1	1	1	1	1	1
GC_00000995	1	1	1	1	1	1	1
GC_00000996	1	1	1	1	1	1	1
GC_00000997	1	1	1	1	1	1	1
GC_00000998	1	1	1	1	1	1	1
GC_00000999	1	1	1	1	1	1	1
GC_00001000	1	1	1	1	1	1	1
GC_00001001	1	1	1	1	1	1	1
GC_00001002	1	1	1	1	1	1	1
GC_00001003	1	1	1	1	1	1	1
GC_00001004	1	1	1	1	1	1	1
GC_00001005	1	1	1	1	1	1	1
GC_00001006	1	1	1	1	1	1	1
GC_00001007	1	1	1	1	1	1	1
GC_00001008	1	1	1	1	1	1	1
GC_00001009	1	1	1	1	1	1	1
GC_00001010	1	1	1	1	1	1	1
GC_00001011	1	1	1	1	1	1	1
GC_00001012	1	1	1	1	1	1	1
GC_00001013	1	1	1	1	1	1	1
GC_00001014	1	1	1	1	1	1	1
GC_00001015	1	1	1	1	1	1	1
GC_00001016	1	1	1	1	1	1	1
GC_00001017	1	1	1	1	1	1	1
GC_00001018	1	1	1	1	1	1	1
GC_00001019	1	1	1	1	1	1	1
GC_00001020	1	1	1	1	1	1	1
GC_00001021	1	1	1	1	1	1	1
GC_00001022	1	1	1	1	1	1	1
GC_00001023	1	1	1	1	1	1	1
GC_00001024	1	1	1	1	1	1	1
GC_00001025	1	1	1	1	1	1	1
GC_00001026	1	1	1	1	1	1	1
GC_00001027	1	1	1	1	1	1	1
GC_00001028	1	1	1	1	1	1	1
GC_00001029	1	1	1	1	1	1	1
GC_00001030	1	1	1	1	1	1	1
GC_00001031	1	1	1	1	1	1	1
GC_00001032	1	1	1	1	1	1	1
GC_00001033	1	1	1	1	1	1	1
GC_00001034	1	1	1	1	1	1	1
GC_00001035	1	1	1	1	1	1	1
GC_00001036	1	1	1	1	1	1	1
GC_00001037	1	1	1	1	1	1	1
GC_00001038	1	1	1	1	1	1	1
GC_00001039	1	1	1	1	1	1	1
GC_00001040	1	1	1	1	1	1	1
GC_00001041	1	1	1	1	1	1	1
GC_00001042	1	1	1	1	1	1	1
GC_00001043	1	1	1	1	1	1	1
GC_00001044	1	1	1	1	1	1	1
GC_00001045	1	1	1	1	1	1	1
GC_00001046	1	1	1	1	1	1	1
GC_00001047	1	1	1	1	1	1	1
GC_00001048	1	1	1	1	1	1	1
GC_00001049	1	1	1	1	1	1	1
GC_00001050	1	1	1	1	1	1	1
GC_00001051	1	1	1	1	1	1	1
GC_00001052	1	1	1	1	1	1	1
GC_00001053	1	1	1	1	1	1	1
GC_00001054	1	1	1	1	1	1	1
GC_00001055	1	1	1	1	1	1	1
GC_00001056	1	1	1	1	1	1	1
GC_00001057	1	1	1	1	1	1	1
GC_00001058	1	1	1	1	1	1	1
GC_00001059	1	1	1	1	1	1	1
GC_00001060	1	1	1	1	1	1	1
GC_00001061	1	1	1	1	1	1	1
GC_00001062	1	1	1	1	1	1	1
GC_00001063	1	1	1	1	1	1	1
GC_00001064	1	1	1	1	1	1	1
GC_00001065	1	1	1	1	1	1	1
GC_00001066	1	1	1	1	1	1	1
GC_00001067	1	1	1	1	1	1	1
GC_00001068	1	1	1	1	1	1	1
GC_00001069	1	1	1	1	1	1	1
GC_00001070	1	1	1	1	1	1	1
GC_00001071	1	1	1	1	1	1	1
GC_00001072	1	1	1	1	1	1	1
GC_00001073	1	1	1	1	1	1	1
GC_00001074	1	1	1	1	1	1	1
GC_00001075	1	1	1	1	1	1	1
GC_00001076	1	1	1	1	1	1	1
GC_00001077	1	1	1	1	1	1	1
GC_00001078	1	1	1	1	1	1	1
GC_00001079	1	1	1	1	1	1	1
GC_00001080	1	1	1	1	1	1	1
GC_00001081	1	1	1	1	1	1	1
GC_00001082	1	1	1	1	1	1	1
GC_00001083	1	1	1	1	1	1	1
GC_00001084	1	1	1	1	1	1	1
GC_00001085	1	1	1	1	1	1	1
GC_00001086	1	1	1	1	1	1	1
GC_00001087	1	1	1	1	1	1	1
GC_00001088	1	1	1	1	1	1	1
GC_00001089	1	1	1	1	1	1	1
GC_00001090	1	1	1	1	1	1	1
GC_00001091	1	1	1	1	1	1	1
GC_00001092	1	1	1	1	1	1	1
GC_00001093	1	1	1	1	1	1	1
GC_00001094	1	1	1	1	1	1	1
GC_00001095	1	1	1	1	1	1	1
GC_00001096	1	1	1	1	1	1	1
GC_00001097	1	1	1	1	1	1	1
GC_00001098	1	1	1	1	1	1	1
GC_00001099	1	1	1	1	1	1	1
GC_00001100	1	1	1	1	1	1	1
GC_00001101	1	1	1	1	1	1	1
GC_00001102	1	1	1	1	1	1	1
GC_00001103	1	1	1	1	1	1	1
GC_00001104	1	1	1	1	1	1	1
GC_00001105	1	1	1	1	1	1	1
GC_00001106	1	1	1	1	1	1	1
GC_00001107	1	1	1	1	1	1	1
GC_00001108	1	1	1	1	1	1	1
GC_00001109	1	1	1	1	1	1	1
GC_00001110	1	1	1	1	1	1	1
GC_00001111	1	1	1	1	1	1	1
GC_00001112	1	1	1	1	1	1	1
GC_00001113	1	1	1	1	1	1	1
GC_00001114	1	1	1	1	1	1	1
GC_00001115	1	1	1	1	1	1	1
GC_00001116	1	1	1	1	1	1	1
GC_00001117	1	1	1	1	1	1	1
GC_00001118	1	1	1	1	1	1	1
GC_00001119	1	1	1	1	1	1	1
GC_00001120	1	1	1	1	1	1	1
GC_00001121	1	1	1	1	1	1	1
GC_00001122	1	1	1	1	1	1	1
GC_00001123	1	1	1	1	1	1	1
GC_00001124	1	1	1	1	1	1	1
GC_00001125	1	1	1	1	1	1	1
GC_00001126	1	1	1	1	1	1	1
GC_00001127	1	1	1	1	1	1	1
GC_00001128	1	1	1	1	1	1	1
GC_00001129	1	1	1	1	1	1	1
GC_00001130	1	1	1	1	1	1	1
GC_00001131	1	1	1	1	1	1	1
GC_00001132	1	1	1	1	1	1	1
GC_00001133	1	1	1	1	1	1	1
GC_00001134	1	1	1	1	1	1	1
GC_00001135	1	1	1	1	1	1	1
GC_00001136	1	1	1	1	1	1	1
GC_00001137	1	1	1	1	1	1	1
GC_00001138	1	1	1	1	1	1	1
GC_00001139	1	1	1	1	1	1	1
GC_00001140	1	1	1	1	1	1	1
GC_00001141	1	1	1	1	1	1	1
GC_00001142	1	1	1	1	1	1	1
GC_00001143	1	1	1	1	1	1	1
GC_00001144	1	1	1	1	1	1	1
GC_00001145	1	1	1	1	1	1	1
GC_00001146	1	1	1	1	1	1	1
GC_00001147	1	1	1	1	1	1	1
GC_00001148	1	1	1	1	1	1	1
GC_00001149	1	1	1	1	1	1	1
GC_00001150	1	1	1	1	1	1	1
GC_00001151	1	1	1	1	1	1	1
GC_00001152	1	1	1	1	1	1	1
GC_00001153	1	1	1	1	1	1	1
GC_00001154	1	1	1	1	1	1	1
GC_00001155	1	1	1	1	1	1	1
GC_00001156	1	1	1	1	1	1	1
GC_00001157	1	1	1	1	1	1	1
GC_00001158	1	1	1	1	1	1	1
GC_00001159	1	1	1	1	1	1	1
GC_00001160	1	1	1	1	1	1	1
GC_00001161	1	1	1	1	1	1	1
GC_00001162	1	1	1	1	1	1	1
GC_00001163	1	1	1	1	1	1	1
GC_00001164	1	1	1	1	1	1	1
GC_00001165	1	1	1	1	1	1	1
GC_00001166	1	0	1	2	1	1	1
GC_00001167	1	1	1	1	1	1	1
GC_00001168	1	1	1	1	1	1	1
GC_00001169	1	1	1	1	1	1	1
GC_00001170	1	1	1	1	1	1	1
GC_00001171	1	1	1	1	1	1	1
GC_00001172	1	1	1	1	1	1	1
GC_00001173	1	1	1	1	1	1	1
GC_00001174	1	1	1	1	1	1	1
GC_00001175	1	1	1	1	1	1	1
GC_00001176	1	1	1	1	1	1	1
GC_00001177	1	1	1	1	1	1	1
GC_00001178	1	1	1	1	1	1	1
GC_00001179	1	1	1	1	1	1	1
GC_00001180	1	1	1	1	1	1	1
GC_00001181	1	1	1	1	1	1	1
GC_00001182	1	1	1	1	1	1	1
GC_00001183	1	1	1	1	1	1	1
GC_00001184	1	1	1	1	1	1	1
GC_00001185	1	1	1	1	1	1	1
GC_00001186	1	1	1	1	1	1	1
GC_00001187	1	1	1	1	1	1	1
GC_00001188	1	1	1	1	1	1	1
GC_00001189	1	1	1	1	1	1	1
GC_00001190	1	1	1	1	1	1	1
GC_00001191	1	1	1	1	1	1	1
GC_00001192	1	1	1	1	1	1	1
GC_00001193	1	1	1	1	1	1	1
GC_00001194	1	1	1	1	1	1	1
GC_00001195	1	1	1	1	1	1	1
GC_00001196	1	1	1	1	1	1	1
GC_00001197	1	1	1	1	1	1	1
GC_00001198	1	1	1	1	1	1	1
GC_00001199	1	1	1	1	1	1	1
GC_00001200	1	1	1	1	1	1	1
GC_00001201	1	1	1	1	1	1	1
GC_00001202	1	1	1	1	1	1	1
GC_00001203	1	1	1	1	1	1	1
GC_00001204	1	1	1	1	1	1	1
GC_00001205	1	1	1	1	1	1	1
GC_00001206	1	1	1	1	1	1	1
GC_00001207	1	1	1	1	1	1	1
GC_00001208	1	1	1	1	1	1	1
GC_00001209	1	1	1	1	1	1	1
GC_00001210	1	1	1	1	1	1	1
GC_00001211	1	1	1	1	1	1	1
GC_00001212	1	1	1	1	1	1	1
GC_00001213	1	1	1	1	1	1	1
GC_00001214	1	1	1	1	1	1	1
GC_00001215	1	1	1	1	1	1	1
GC_00001216	1	1	1	1	1	1	1
GC_00001217	1	1	1	1	1	1	1
GC_00001218	1	1	1	1	1	1	1
GC_00001219	1	1	1	1	1	1	1
GC_00001220	1	1	1	1	1	1	1
GC_00001221	1	1	1	1	1	1	1
GC_00001222	1	1	1	1	1	1	1
GC_00001223	1	1	1	1	1	1	1
GC_00001224	1	1	1	1	1	1	1
GC_00001225	1	1	1	1	1	1	1
GC_00001226	1	1	1	1	1	1	1
GC_00001227	1	1	1	1	1	1	1
GC_00001228	1	1	1	1	1	1	1
GC_00001229	1	1	1	1	1	1	1
GC_00001230	1	1	1	1	1	1	1
GC_00001231	1	1	1	1	1	1	1
GC_00001232	1	1	1	1	1	1	1
GC_00001233	1	1	1	1	1	1	1
GC_00001234	1	1	1	1	1	1	1
GC_00001235	1	1	2	1	1	1	0
GC_00001236	1	1	1	1	1	1	1
GC_00001237	1	1	1	1	1	1	1
GC_00001238	1	1	1	1	1	1	1
GC_00001239	1	1	1	1	1	1	1
GC_00001240	1	1	1	1	1	1	1
GC_00001241	1	1	1	1	1	1	1
GC_00001242	1	1	1	1	1	1	1
GC_00001243	1	1	2	1	1	1	0
GC_00001244	1	1	1	1	1	1	1
GC_00001245	1	1	1	1	1	1	1
GC_00001246	1	1	1	1	1	1	1
GC_00001247	1	1	1	1	1	1	1
GC_00001248	1	1	1	1	1	1	1
GC_00001249	1	1	1	1	1	1	1
GC_00001250	1	1	1	1	1	1	1
GC_00001251	1	1	1	1	1	1	1
GC_00001252	1	1	1	1	1	1	1
GC_00001253	1	1	1	1	1	1	1
GC_00001254	1	1	1	1	1	1	1
GC_00001255	1	1	1	1	1	1	1
GC_00001256	1	1	1	1	1	1	1
GC_00001257	1	1	1	1	1	1	1
GC_00001258	1	1	1	1	1	1	1
GC_00001259	1	1	1	1	1	1	1
GC_00001260	1	1	1	1	1	1	1
GC_00001261	1	1	1	1	1	1	1
GC_00001262	1	1	1	1	1	1	1
GC_00001263	1	1	1	1	1	1	1
GC_00001264	1	1	1	1	1	1	1
GC_00001265	1	1	1	1	1	1	1
GC_00001266	1	1	1	1	1	1	1
GC_00001267	1	1	1	1	1	1	1
GC_00001268	1	1	1	1	1	1	1
GC_00001269	1	1	1	1	1	1	1
GC_00001270	1	1	1	1	1	1	1
GC_00001271	1	1	1	1	1	1	1
GC_00001272	1	1	1	1	1	1	1
GC_00001273	1	1	1	1	1	1	1
GC_00001274	1	1	1	1	1	1	1
GC_00001275	1	1	1	1	1	1	1
GC_00001276	1	1	1	1	1	1	1
GC_00001277	1	1	1	1	1	1	1
GC_00001278	1	1	1	1	1	1	1
GC_00001279	1	1	1	1	1	1	1
GC_00001280	1	1	1	1	1	1	1
GC_00001281	1	1	1	1	1	1	1
GC_00001282	1	1	1	1	1	1	1
GC_00001283	1	1	1	1	1	1	1
GC_00001284	1	1	1	1	1	1	1
GC_00001285	1	1	1	1	1	1	1
GC_00001286	1	1	1	1	1	1	1
GC_00001287	1	1	1	1	1	1	1
GC_00001288	1	1	1	1	1	1	1
GC_00001289	1	0	1	1	1	1	2
GC_00001290	1	1	1	1	1	1	1
GC_00001291	1	1	1	1	1	1	1
GC_00001292	1	1	1	1	1	1	1
GC_00001293	1	1	1	1	1	1	1
GC_00001294	1	1	1	1	1	1	1
GC_00001295	1	1	1	1	1	1	1
GC_00001296	1	1	1	1	1	1	1
GC_00001297	1	1	1	1	1	1	1
GC_00001298	1	1	1	1	1	1	1
GC_00001299	1	1	1	1	1	1	1
GC_00001300	1	1	1	1	1	1	1
GC_00001301	1	1	1	1	1	1	1
GC_00001302	1	1	1	1	1	1	1
GC_00001303	1	1	1	1	1	1	1
GC_00001304	1	1	1	1	1	1	1
GC_00001305	1	1	1	1	1	1	1
GC_00001306	1	1	1	1	1	1	1
GC_00001307	1	1	1	1	1	1	1
GC_00001308	1	1	1	1	1	1	1
GC_00001309	1	1	1	1	1	1	1
GC_00001310	1	1	1	1	1	1	1
GC_00001311	1	1	1	1	1	1	1
GC_00001312	1	1	1	1	1	1	1
GC_00001313	1	1	1	1	1	1	1
GC_00001314	1	1	1	1	1	1	1
GC_00001315	1	1	1	1	1	1	1
GC_00001316	1	1	1	1	1	1	1
GC_00001317	1	1	1	1	1	1	1
GC_00001318	1	1	1	1	1	1	1
GC_00001319	1	1	1	1	1	1	1
GC_00001320	1	1	1	1	1	1	1
